Year,Month,State,Deforestation_Level,Total_Precipitation_Level,Atmospheric_Pressure_Station_Level,Global_Radiation_Level,Air_Temperature_Level,Max_Air_Temperature_Level,Min_Air_Temperature_Level,Relative_Humidity_Level,Max_Relative_Humidity_Level,Min_Relative_Humidity_Level,Hourly_Wind_Speed_Level,Max_Wind_Gust_Level
2006,8,PR,Critical,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2006,9,PR,Critical,High,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2006,10,PR,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2006,11,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2006,12,PR,Medium,Low,Low,Medium,Low,Low,Low,Low,Low,Medium,High,Medium
2007,1,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2007,2,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2007,3,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2007,4,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2007,5,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2007,6,PR,High,Low,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2007,7,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2007,8,PR,Critical,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2007,9,PR,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2007,10,PR,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2007,11,PR,Medium,Medium,Low,High,Low,Low,Low,Low,Low,Low,High,High
2007,12,PR,Medium,High,Low,High,Low,Low,Low,Low,Low,Low,Medium,Medium
2008,1,PR,Medium,High,Low,Medium,Low,Low,Low,Low,Low,Low,High,Medium
2008,2,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2008,3,PR,Medium,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2008,4,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium
2008,5,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2008,6,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2008,7,PR,Critical,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Medium
2008,8,PR,Critical,High,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2008,9,PR,High,Low,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2008,10,PR,High,High,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2008,11,PR,Medium,Medium,Low,High,Low,Low,Low,Low,Low,Low,High,High
2008,12,PR,Medium,Medium,Low,High,Low,Low,Low,Low,Low,Low,Medium,Medium
2009,1,PR,Medium,High,Low,High,Low,Low,Low,Low,Low,Low,High,High
2009,2,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2009,3,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2009,4,PR,Medium,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2009,5,PR,High,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2009,6,PR,High,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2009,7,PR,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2009,8,PR,Critical,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2009,9,PR,High,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2009,10,PR,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Medium,Medium
2009,11,PR,Medium,High,Low,High,Low,Low,Low,Low,Low,Low,High,High
2009,12,PR,Medium,Medium,Low,High,Low,Low,Low,Low,Low,Low,High,High
2010,1,PR,Medium,Low,Low,Medium,Low,Low,Low,Low,Medium,Medium,High,High
2010,2,PR,Medium,High,Low,High,Low,Low,Low,Low,Low,Low,Medium,High
2010,3,PR,Medium,High,Low,Medium,Low,Low,Low,Low,Medium,Medium,Medium,Medium
2010,4,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2010,5,PR,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2010,6,PR,Critical,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2010,7,PR,Critical,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2010,8,PR,Critical,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2010,9,PR,Critical,Low,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2010,10,PR,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2010,11,PR,Medium,Medium,Low,High,Low,Low,Low,Low,Low,Low,High,High
2010,12,PR,Medium,High,Low,Medium,Low,Medium,Low,Low,Medium,Medium,Medium,High
2011,1,PR,Medium,High,Low,Medium,Low,Medium,Low,Low,Medium,Low,Medium,Medium
2011,2,PR,Medium,High,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2011,3,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,Medium
2011,4,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2011,5,PR,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium
2011,6,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High
2011,7,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium
2011,8,PR,Critical,High,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2011,9,PR,Critical,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2011,10,PR,High,High,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2011,11,PR,Medium,Medium,Low,High,Low,Low,Low,Low,Low,Low,High,High
2011,12,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2012,1,PR,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,Medium,Medium
2012,2,PR,Medium,High,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2012,3,PR,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,Medium,High
2012,4,PR,High,High,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2012,5,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2012,6,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2012,7,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2012,8,PR,Critical,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2012,9,PR,Critical,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2012,10,PR,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2012,11,PR,High,Low,Low,Medium,Low,Low,Low,Low,Low,Low,High,Medium
2012,12,PR,Medium,High,Low,High,Low,Low,Low,Low,Low,Low,Medium,High
2013,1,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2013,2,PR,Medium,High,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2013,3,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2013,4,PR,Medium,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,High
2013,5,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High
2013,6,PR,Critical,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,High
2013,7,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High
2013,8,PR,Critical,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2013,9,PR,Critical,High,Low,Medium,Low,Low,Low,Low,Low,Low,Low,High
2013,10,PR,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2013,11,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2013,12,PR,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,Medium,Medium
2014,1,PR,Medium,High,Low,High,Low,Low,Low,Low,Low,Low,Medium,High
2014,2,PR,Medium,Medium,Low,High,Low,Low,Low,Low,Low,Low,Medium,Medium
2014,3,PR,Medium,High,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2014,4,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2014,5,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High
2014,6,PR,Critical,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2014,7,PR,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High
2014,8,PR,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Low
2014,9,PR,Critical,Low,Low,Medium,Low,Low,Medium,Low,Low,Low,Medium,Low
2014,10,PR,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Medium,High
2014,11,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2014,12,PR,Medium,Medium,Low,High,Low,Low,Low,Low,Low,Low,High,High
2015,1,PR,Medium,High,Low,High,Low,Low,Low,Low,Low,Low,Medium,High
2015,2,PR,Medium,High,Low,Medium,Low,Low,Low,Low,Low,Medium,Medium,High
2015,3,PR,Medium,High,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2015,4,PR,Medium,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2015,5,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2015,6,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2015,7,PR,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2015,8,PR,High,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2015,9,PR,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2015,10,PR,High,High,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2015,11,PR,Medium,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2015,12,PR,Medium,High,Low,Medium,Low,Low,Low,Low,Low,Medium,Medium,High
2016,1,PR,Medium,High,Low,High,Low,Low,Low,Low,Medium,Low,High,High
2016,2,PR,Medium,High,Low,Medium,Low,Low,Low,Low,Medium,Medium,Medium,High
2016,3,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2016,4,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2016,5,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2016,6,PR,Critical,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Medium
2016,7,PR,Critical,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2016,8,PR,Critical,High,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2016,9,PR,Critical,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2016,10,PR,High,High,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2016,11,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2016,12,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2017,1,PR,Medium,High,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2017,2,PR,Medium,Medium,Low,High,Low,Low,Low,Low,Low,Low,Medium,High
2017,3,PR,Medium,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2017,4,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2017,5,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2017,6,PR,Critical,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2017,7,PR,Critical,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,High
2017,8,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2017,9,PR,Critical,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2017,10,PR,High,High,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2017,11,PR,High,Medium,Low,High,Low,Low,Low,Low,Low,Low,High,Medium
2017,12,PR,Medium,High,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2018,1,PR,Medium,High,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2018,2,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Medium,Low,Medium,High
2018,3,PR,Medium,High,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2018,4,PR,Medium,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Medium
2018,5,PR,High,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2018,6,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium
2018,7,PR,Critical,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2018,8,PR,Critical,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2018,9,PR,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2018,10,PR,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2018,11,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,High,Medium
2018,12,PR,Medium,Medium,Low,High,Low,Low,Low,Low,Medium,Low,High,High
2019,1,PR,Medium,High,Low,High,Low,Medium,Low,Low,Medium,Low,Medium,High
2019,2,PR,Medium,High,Low,Medium,Low,Medium,Low,Low,Medium,Low,Medium,High
2019,3,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2019,4,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,High
2019,5,PR,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium
2019,6,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium
2019,7,PR,Critical,Low,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2019,8,PR,Critical,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2019,9,PR,Critical,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2019,10,PR,High,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2019,11,PR,Medium,Medium,Low,Medium,Low,Low,Low,Low,Low,Low,High,High
2019,12,PR,Medium,Medium,Low,High,Low,Low,Low,Low,Low,Low,Medium,High
2020,1,PR,Medium,High,Low,Low,Low,Low,Low,Low,Medium,Low,Medium,High
2020,2,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2020,3,PR,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2020,4,PR,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2020,5,PR,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2020,6,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2020,7,PR,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2020,8,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2020,9,PR,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2020,10,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2020,11,PR,Medium,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2020,12,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2021,1,PR,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium
2021,2,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Medium,Low,Medium,Medium
2021,3,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2021,4,PR,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2021,5,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2021,6,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium
2021,7,PR,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium
2021,8,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium
2021,9,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium
2021,10,PR,High,High,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium
2021,11,PR,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High,High
2021,12,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,High,Medium
2022,1,PR,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium
2022,2,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium
2022,3,PR,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,High
2022,4,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,Low,High
2022,5,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,High
2022,6,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,Low,High
2022,7,PR,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Low,High
2022,8,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2022,9,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,Medium
2022,10,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2022,11,PR,Medium,High,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2022,12,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Medium,Low,Medium,Medium
2023,1,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2023,2,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,High
2023,3,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Medium,Low,Medium,Medium
2023,4,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2023,5,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2023,6,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2023,7,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2023,8,PR,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2023,9,PR,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2023,10,PR,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2023,11,PR,Medium,High,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2023,12,PR,Medium,Medium,Low,Low,Low,Low,Low,Low,Medium,Low,Medium,High
2003,1,SC,Medium,Low,High,Low,Medium,Low,High,Medium,Low,Medium,High,Low
2003,2,SC,Medium,Low,High,Low,Medium,Low,High,Medium,Low,Medium,High,Low
2003,3,SC,Medium,Low,High,Low,Low,Medium,Low,Low,Low,Medium,High,High
2003,4,SC,Medium,Medium,High,Medium,Low,Medium,Low,Low,Medium,Low,Medium,High
2003,5,SC,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,High
2003,6,SC,High,Medium,High,Low,Low,Low,Low,Low,Low,Low,Low,High
2003,7,SC,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Medium,High
2003,8,SC,High,Low,High,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2003,9,SC,High,Medium,High,Medium,Low,Low,Low,Low,Low,Low,High,High
2003,10,SC,High,Medium,High,Medium,Low,Low,Low,Low,Low,Low,High,High
2003,11,SC,Medium,Medium,High,High,Low,Low,Low,Low,Low,Low,High,High
2003,12,SC,Medium,High,High,High,Low,Medium,Low,Low,Medium,Low,High,High
2004,1,SC,Medium,High,High,High,Low,Medium,Low,Low,Medium,Medium,Medium,High
2004,2,SC,Medium,High,High,High,Low,Medium,Low,Low,Medium,Medium,Medium,High
2004,3,SC,Medium,High,High,Medium,Low,Medium,Low,Low,Medium,Medium,Medium,High
2004,4,SC,Medium,Medium,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,High
2004,5,SC,High,Medium,High,High,Low,Low,Low,Low,Low,Low,Medium,High
2004,6,SC,High,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,High
2004,7,SC,High,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,High
2004,8,SC,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,High
2004,9,SC,High,Low,High,Low,Low,Low,Low,Low,Low,Medium,Low,Low
2004,10,SC,High,Low,High,Low,Low,Low,Low,Low,Low,Medium,Low,Low
2004,11,SC,Medium,Medium,High,Low,Low,Low,Medium,Low,Low,Medium,Medium,Low
2004,12,SC,Medium,Medium,High,Medium,Low,Low,Medium,Low,Low,Medium,Medium,Low
2005,1,SC,Medium,Medium,High,Medium,Low,Low,Medium,Low,Low,Medium,High,Low
2005,2,SC,Medium,Medium,High,High,Low,Low,Medium,Low,Low,Medium,High,Low
2005,3,SC,Medium,Medium,High,High,Low,Low,High,Low,Low,High,High,Low
2005,4,SC,Medium,Medium,High,High,Medium,Low,High,Low,Low,High,High,Low
2005,5,SC,High,Medium,High,Medium,Low,Low,Low,Low,Low,Low,High,High
2005,6,SC,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,High
2005,7,SC,Critical,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,High
2005,8,SC,Critical,High,High,Medium,Low,Low,Low,Low,Low,Low,High,High
2005,9,SC,High,High,High,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2005,10,SC,High,High,High,Medium,Low,Low,Low,Low,Low,Low,High,High
2005,11,SC,Medium,Medium,High,Medium,Low,Low,Low,Low,Low,Low,High,High
2005,12,SC,Medium,Medium,High,High,Low,Medium,Low,Low,Low,Low,High,High
2006,1,SC,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High
2006,2,SC,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2006,3,SC,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2006,4,SC,Medium,Medium,High,Medium,Low,Low,Low,Low,Low,Low,Low,High
2006,5,SC,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Medium,High
2006,6,SC,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Medium,High
2006,7,SC,Critical,Low,High,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium
2006,8,SC,Critical,High,High,High,Low,Low,Low,Low,Low,Low,High,High
2006,9,SC,High,Low,High,Medium,Low,Low,Low,Low,Low,Low,High,High
2006,10,SC,High,Medium,High,Medium,Low,Low,Low,Low,Low,Low,High,High
2006,11,SC,Medium,High,High,Medium,Low,Low,Low,Low,Low,Low,High,High
2006,12,SC,Medium,Medium,High,High,Medium,Medium,Low,Medium,Medium,Medium,High,High
2007,1,SC,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Low,High,High
2007,2,SC,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Low,High,High
2007,3,SC,Medium,High,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High
2007,4,SC,Medium,Low,High,Medium,Low,Medium,Low,Low,Medium,Low,Low,High
2007,5,SC,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,High
2007,6,SC,High,Medium,High,Low,Low,Low,Low,Low,Low,Low,High,High
2007,7,SC,High,High,High,Low,Low,Low,Low,Low,Low,Low,Medium,High
2007,8,SC,High,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,High
2007,9,SC,High,Medium,High,Medium,Low,Low,Low,Low,Low,Low,High,High
2007,10,SC,High,Medium,High,Medium,Low,Low,Low,Low,Low,Low,High,High
2007,11,SC,Medium,Medium,High,High,Low,Medium,Low,Low,Low,Low,High,High
2007,12,SC,Medium,Medium,High,High,Low,High,Low,Low,Medium,Low,High,High
2008,1,SC,Medium,High,High,High,Low,Medium,Medium,Low,Medium,Medium,High,High
2008,2,SC,Medium,High,High,High,Medium,Medium,Low,Medium,Medium,Low,Medium,High
2008,3,SC,Medium,High,High,Medium,Low,Medium,Low,Low,Medium,Medium,Medium,High
2008,4,SC,Medium,High,High,Medium,Low,Medium,Low,Low,Low,Low,Medium,High
2008,5,SC,High,Medium,High,Medium,Low,Medium,Low,Low,Low,Low,Medium,High
2008,6,SC,High,Medium,High,Low,Low,Low,Low,Low,Low,Low,Low,High
2008,7,SC,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Medium,High
2008,8,SC,High,Medium,High,Low,Low,Low,Low,Low,Low,Low,High,High
2008,9,SC,High,High,High,Medium,Low,Low,Low,Low,Low,Low,High,High
2008,10,SC,High,High,High,Low,Low,Low,Low,Low,Low,Low,High,High
2008,11,SC,Medium,High,High,Medium,Low,Low,Low,Low,Low,Medium,High,High
2008,12,SC,Medium,High,High,High,Low,Medium,Low,Low,Medium,Low,High,High
2009,1,SC,Medium,High,High,High,Low,Medium,Low,Low,Medium,Medium,High,High
2009,2,SC,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,High
2009,3,SC,Medium,High,High,Medium,Medium,High,Medium,Medium,High,Medium,Medium,High
2009,4,SC,Medium,High,High,Medium,Low,Medium,Low,Low,Medium,Low,Medium,High
2009,5,SC,High,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2009,6,SC,High,Low,High,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2009,7,SC,High,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,High
2009,8,SC,High,Medium,High,Medium,Low,Low,Low,Low,Low,Low,Medium,High
2009,9,SC,High,High,High,Low,Low,Low,Low,Low,Low,Low,High,High
2009,10,SC,High,Medium,High,Medium,Low,Low,Low,Low,Low,Low,High,High
2009,11,SC,Medium,Medium,High,High,Medium,Medium,Low,Medium,Medium,Medium,High,High
2009,12,SC,Medium,Medium,High,High,Medium,High,Low,Medium,High,Medium,High,High
2010,1,SC,Medium,High,High,Medium,Medium,High,Medium,Medium,High,Medium,High,High
2010,2,SC,Medium,High,High,Medium,Medium,High,Low,Medium,High,Low,Medium,High
2010,3,SC,Medium,High,High,Medium,Low,High,Medium,Low,Medium,Medium,Medium,High
2010,4,SC,Medium,Medium,High,Low,Low,Medium,Low,Low,Low,Low,Medium,High
2010,5,SC,High,High,High,Low,Low,Low,Low,Low,Low,Low,Medium,High
2010,6,SC,High,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,High
2010,7,SC,High,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,High
2010,8,SC,High,Medium,High,Low,Low,Low,Low,Low,Low,Low,High,High
2010,9,SC,High,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,High
2010,10,SC,High,Medium,High,Medium,Low,Low,Low,Low,Low,Low,High,High
2010,11,SC,Medium,Medium,High,High,Low,Medium,Low,Low,Medium,Low,High,High
2010,12,SC,Medium,Medium,High,Medium,Low,Medium,Low,Low,Medium,Low,High,High
2011,1,SC,Medium,High,High,Medium,Medium,High,Medium,Medium,High,High,Medium,High
2011,2,SC,Medium,High,High,Medium,Medium,High,Medium,Medium,High,Medium,High,High
